No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,ymd
32370,2016,11,8,17,28.0,67.0,12.0,45.0,800.0,33.0,9.7,1022.5,-5.8,0.0,ESE,1.3,Changping,2016-11-08
32394,2016,11,9,17,191.0,236.0,12.0,105.0,2800.0,2.0,5.3,1016.6,0.1,0.0,E,1.0,Changping,2016-11-09
32418,2016,11,10,17,26.0,26.0,5.0,45.0,600.0,30.0,10.2,1002.6,-7.5,0.0,WNW,3.6,Changping,2016-11-10
32442,2016,11,11,17,22.0,81.0,6.0,33.0,500.0,40.0,9.4,1003.9,-6.9,0.0,SSE,0.7,Changping,2016-11-11
32466,2016,11,12,17,87.0,162.0,13.0,90.0,1600.0,14.0,11.0,1010.0,1.2,0.0,ESE,1.7,Changping,2016-11-12
32490,2016,11,13,17,102.0,164.0,8.0,75.0,2100.0,2.0,8.8,1005.3,4.8,0.0,E,1.1,Changping,2016-11-13
32514,2016,11,14,17,3.0,14.0,4.0,,1000.0,24.0,10.3,1014.8,-17.0,0.0,N,1.2,Changping,2016-11-14
32538,2016,11,15,17,47.0,82.0,21.0,73.0,1400.0,11.0,8.1,1013.6,-9.4,0.0,E,1.9,Changping,2016-11-15
32562,2016,11,16,17,101.0,136.0,15.0,92.0,1800.0,6.0,9.3,1011.0,-2.3,0.0,S,0.9,Changping,2016-11-16
32586,2016,11,17,17,102.0,146.0,24.0,80.0,2800.0,2.0,6.8,1012.1,-0.7,0.0,ESE,1.8,Changping,2016-11-17
32610,2016,11,18,17,219.0,387.0,14.0,102.0,3400.0,2.0,7.4,1003.6,3.3,0.0,ESE,1.2,Changping,2016-11-18
32634,2016,11,19,17,41.0,108.0,4.0,34.0,600.0,45.0,11.9,1009.9,-3.5,0.0,ESE,3.3,Changping,2016-11-19
32658,2016,11,20,17,14.0,14.0,2.0,26.0,800.0,17.0,2.4,1015.0,1.8,0.4,WNW,1.2,Changping,2016-11-20
32682,2016,11,21,17,15.0,29.0,3.0,19.0,400.0,41.0,-3.3,1026.2,-18.1,0.0,WNW,6.0,Changping,2016-11-21
32706,2016,11,22,17,15.0,32.0,7.0,34.0,700.0,31.0,-2.4,1028.7,-18.1,0.0,WNW,4.1,Changping,2016-11-22
32730,2016,11,23,17,17.0,46.0,10.0,42.0,400.0,26.0,1.5,1022.8,-17.4,0.0,WNW,3.2,Changping,2016-11-23
32754,2016,11,24,17,66.0,92.0,25.0,71.0,1200.0,16.0,2.9,1016.0,-12.6,0.0,ESE,1.6,Changping,2016-11-24
32778,2016,11,25,17,118.0,147.0,23.0,103.0,2100.0,2.0,2.2,1014.1,-9.4,0.0,E,0.8,Changping,2016-11-25
32802,2016,11,26,17,195.0,407.0,22.0,127.0,2300.0,2.0,5.8,1009.5,-6.5,0.0,SSE,1.9,Changping,2016-11-26
32826,2016,11,27,17,19.0,45.0,13.0,53.0,700.0,23.0,5.1,1020.9,-16.7,0.0,WNW,3.1,Changping,2016-11-27
32850,2016,11,28,17,49.0,92.0,17.0,85.0,1300.0,4.0,4.6,1021.2,-9.9,0.0,N,0.5,Changping,2016-11-28
32874,2016,11,29,17,126.0,179.0,28.0,97.0,3200.0,2.0,2.7,1023.4,-4.5,0.0,WNW,1.0,Changping,2016-11-29
32898,2016,11,30,17,23.0,78.0,6.0,41.0,500.0,42.0,9.4,1013.2,-10.2,0.0,WNW,4.4,Changping,2016-11-30
32922,2016,12,1,17,11.0,24.0,6.0,27.0,500.0,47.0,7.8,1023.4,-12.6,0.0,NW,2.9,Changping,2016-12-01
32946,2016,12,2,17,61.0,86.0,22.0,90.0,1600.0,2.0,6.8,1017.0,-8.0,0.0,ENE,0.7,Changping,2016-12-02
32970,2016,12,3,17,175.0,189.0,16.0,118.0,2200.0,5.0,5.7,1009.0,-4.2,0.0,ESE,0.7,Changping,2016-12-03
32994,2016,12,4,17,50.0,108.0,19.0,64.0,1100.0,16.0,7.7,1007.0,-7.6,0.0,SE,1.1,Changping,2016-12-04
33018,2016,12,5,17,9.0,30.0,2.0,23.0,400.0,46.0,3.4,1021.4,-21.7,0.0,NW,3.6,Changping,2016-12-05
33042,2016,12,6,17,68.0,87.0,19.0,103.0,1900.0,2.0,3.0,1009.2,-13.3,0.0,NE,0.8,Changping,2016-12-06
33066,2016,12,7,17,83.0,116.0,17.0,95.0,1700.0,10.0,6.6,1013.2,-5.4,0.0,ESE,3.4,Changping,2016-12-07
33090,2016,12,8,17,7.0,45.0,4.0,25.0,400.0,50.0,5.3,1010.1,-14.8,0.0,WNW,4.0,Changping,2016-12-08
33114,2016,12,9,17,17.0,38.0,10.0,54.0,700.0,18.0,2.6,1019.0,-12.9,0.0,S,1.8,Changping,2016-12-09
33138,2016,12,10,17,42.0,60.0,16.0,52.0,1000.0,20.0,3.1,1018.8,-12.8,0.0,E,1.2,Changping,2016-12-10
33162,2016,12,11,17,175.0,189.0,29.0,112.0,3000.0,3.0,0.7,1012.6,-7.8,0.0,W,1.1,Changping,2016-12-11
33186,2016,12,12,17,257.0,258.0,25.0,130.0,3900.0,2.0,2.8,1016.3,-4.4,0.0,NW,0.8,Changping,2016-12-12
33210,2016,12,13,17,28.0,38.0,11.0,63.0,1000.0,11.0,2.0,1021.4,-13.0,0.0,S,1.3,Changping,2016-12-13
33234,2016,12,14,17,22.0,51.0,12.0,67.0,1000.0,13.0,1.3,1020.5,-15.7,0.0,SSE,2.8,Changping,2016-12-14
33258,2016,12,15,17,10.0,32.0,8.0,34.0,300.0,35.0,3.2,1024.2,-17.1,0.0,WNW,2.9,Changping,2016-12-15
33282,2016,12,16,17,50.0,72.0,24.0,83.0,1200.0,3.0,3.0,1013.1,-11.4,0.0,E,0.7,Changping,2016-12-16
33306,2016,12,17,17,123.0,137.0,27.0,105.0,2400.0,2.0,2.9,1012.7,-9.4,0.0,N,1.2,Changping,2016-12-17
33330,2016,12,18,17,233.0,237.0,29.0,141.0,4200.0,2.0,2.6,1013.8,-6.5,0.0,NNE,0.8,Changping,2016-12-18
33354,2016,12,19,17,193.0,193.0,21.0,122.0,3100.0,5.0,5.6,1015.2,-5.1,0.0,ENE,1.1,Changping,2016-12-19
33378,2016,12,20,17,302.0,302.0,13.0,153.0,6100.0,2.0,1.8,1019.4,-4.5,0.0,SW,0.9,Changping,2016-12-20
33402,2016,12,21,17,415.0,415.0,11.0,196.0,7500.0,2.0,3.4,1014.7,-3.2,0.0,NNW,0.9,Changping,2016-12-21
33426,2016,12,22,17,,7.0,2.0,23.0,900.0,,3.0,1013.8,-12.9,0.0,NW,3.7,Changping,2016-12-22
33450,2016,12,23,17,20.0,49.0,10.0,44.0,600.0,26.0,1.5,1020.3,-12.7,0.0,NE,1.1,Changping,2016-12-23
33474,2016,12,24,17,166.0,178.0,17.0,115.0,2800.0,2.0,-0.5,1020.4,-8.7,0.0,NW,1.1,Changping,2016-12-24
33498,2016,12,25,17,138.0,138.0,16.0,93.0,2200.0,2.0,-0.1,1018.0,-7.6,0.0,NNW,0.9,Changping,2016-12-25
33522,2016,12,26,17,,,,,,,2.0,1022.2,-16.0,0.0,WNW,3.3,Changping,2016-12-26
33546,2016,12,27,17,15.0,41.0,5.0,14.0,300.0,49.0,0.8,1023.0,-16.6,0.0,SE,1.1,Changping,2016-12-27
33570,2016,12,28,17,14.0,58.0,8.0,33.0,500.0,30.0,0.1,1024.2,-19.2,0.0,WNW,4.2,Changping,2016-12-28
33594,2016,12,29,17,56.0,83.0,3.0,3.0,,47.0,0.4,1022.9,-15.6,0.0,SSE,2.2,Changping,2016-12-29
33618,2016,12,30,17,109.0,130.0,36.0,96.0,2100.0,2.0,-0.6,1017.7,-13.5,0.0,NNW,0.7,Changping,2016-12-30
33642,2016,12,31,17,294.0,310.0,30.0,164.0,4200.0,2.0,1.0,1016.3,-8.8,0.0,N,1.0,Changping,2016-12-31
24882,2016,1,1,17,147.0,174.0,37.0,97.0,4000.0,2.0,2.5,1011.7,-8.3,0.0,WNW,0.4,Dingling,2016-01-01
24906,2016,1,2,17,247.0,276.0,35.0,124.0,5400.0,4.0,3.9,1009.7,-6.1,0.0,N,1.0,Dingling,2016-01-02
24930,2016,1,3,17,253.0,253.0,21.0,94.0,4500.0,7.0,0.6,1013.1,-4.1,0.0,NNE,0.6,Dingling,2016-01-03
24954,2016,1,4,17,8.0,20.0,7.0,11.0,100.0,69.0,0.2,1020.3,-19.6,0.0,NW,3.0,Dingling,2016-01-04
24978,2016,1,5,17,10.0,14.0,7.0,7.0,100.0,69.0,0.5,1018.2,-19.4,0.0,NW,3.9,Dingling,2016-01-05
25002,2016,1,6,17,11.0,54.0,3.0,4.0,100.0,70.0,0.7,1021.7,-18.6,0.0,WNW,4.4,Dingling,2016-01-06
25026,2016,1,7,17,11.0,33.0,9.0,10.0,100.0,64.0,-1.1,1019.8,-18.2,0.0,WNW,4.5,Dingling,2016-01-07
25050,2016,1,8,17,11.0,53.0,9.0,8.0,300.0,64.0,0.7,1017.4,-17.6,0.0,NW,3.5,Dingling,2016-01-08
25074,2016,1,9,17,63.0,108.0,32.0,70.0,1300.0,16.0,3.4,1014.1,-16.9,0.0,SE,1.3,Dingling,2016-01-09
25098,2016,1,10,17,37.0,47.0,13.0,31.0,600.0,46.0,0.4,1022.0,-16.0,0.0,S,0.7,Dingling,2016-01-10
25122,2016,1,11,17,12.0,23.0,7.0,8.0,300.0,70.0,-3.7,1025.2,-22.4,0.0,WNW,4.4,Dingling,2016-01-11
25146,2016,1,12,17,9.0,33.0,6.0,5.0,300.0,72.0,-3.1,1019.9,-23.0,0.0,WNW,4.8,Dingling,2016-01-12
25170,2016,1,13,17,5.0,27.0,4.0,2.0,200.0,85.0,1.2,1012.5,-23.4,0.0,W,2.2,Dingling,2016-01-13
25194,2016,1,14,17,12.0,37.0,7.0,10.0,300.0,76.0,3.0,1009.3,-19.1,0.0,W,2.3,Dingling,2016-01-14
25218,2016,1,15,17,62.0,91.0,20.0,54.0,1000.0,41.0,2.9,1007.2,-16.2,0.0,ESE,1.7,Dingling,2016-01-15
25242,2016,1,16,17,122.0,145.0,44.0,69.0,2000.0,18.0,-1.5,1013.0,-11.4,0.0,SE,1.8,Dingling,2016-01-16
25266,2016,1,17,17,11.0,11.0,7.0,6.0,300.0,82.0,-5.5,1016.6,-22.0,0.0,WNW,5.5,Dingling,2016-01-17
25290,2016,1,18,17,5.0,47.0,2.0,3.0,200.0,74.0,-6.6,1018.0,-23.9,0.0,NW,2.9,Dingling,2016-01-18
25314,2016,1,19,17,12.0,19.0,8.0,9.0,300.0,73.0,-1.1,1020.4,-23.1,0.0,WNW,2.1,Dingling,2016-01-19
25338,2016,1,20,17,115.0,145.0,54.0,86.0,2900.0,8.0,-3.7,1023.3,-16.0,0.0,SSE,1.3,Dingling,2016-01-20
25362,2016,1,21,17,132.0,132.0,28.0,64.0,2000.0,20.0,-3.0,1022.9,-10.3,0.0,ESE,1.7,Dingling,2016-01-21
25386,2016,1,22,17,4.0,24.0,2.0,2.0,100.0,76.0,-10.9,1034.3,-30.7,0.0,WNW,4.8,Dingling,2016-01-22
25410,2016,1,23,17,6.0,61.0,2.0,2.0,100.0,73.0,-15.0,1035.2,-32.5,0.0,NNW,3.7,Dingling,2016-01-23
25434,2016,1,24,17,9.0,87.0,4.0,4.0,200.0,78.0,-4.5,1027.1,-24.1,0.0,WNW,7.5,Dingling,2016-01-24
25458,2016,1,25,17,21.0,32.0,12.0,13.0,400.0,68.0,0.4,1017.8,-22.6,0.0,WNW,4.9,Dingling,2016-01-25
25482,2016,1,26,17,16.0,36.0,17.0,11.0,,76.0,0.5,1017.9,-21.1,0.0,WNW,4.7,Dingling,2016-01-26
25506,2016,1,27,17,73.0,93.0,41.0,79.0,1400.0,20.0,1.1,1016.6,-18.3,0.0,ESE,1.3,Dingling,2016-01-27
25530,2016,1,28,17,44.0,60.0,22.0,31.0,700.0,61.0,3.1,1019.7,-17.2,0.0,ESE,2.2,Dingling,2016-01-28
25554,2016,1,29,17,57.0,87.0,33.0,54.0,1500.0,27.0,-2.9,1023.6,-18.1,0.0,SSE,2.6,Dingling,2016-01-29
25578,2016,1,30,17,21.0,27.0,9.0,15.0,500.0,66.0,-2.3,1024.9,-24.8,0.0,WNW,1.9,Dingling,2016-01-30
25602,2016,1,31,17,10.0,21.0,6.0,6.0,300.0,80.0,0.5,1025.6,-20.5,0.0,WNW,3.1,Dingling,2016-01-31
25626,2016,2,1,17,10.0,41.0,5.0,3.0,300.0,88.0,2.4,1024.4,-18.9,0.0,WNW,5.1,Dingling,2016-02-01
25650,2016,2,2,17,10.0,15.0,5.0,4.0,300.0,89.0,4.1,1018.3,-20.3,0.0,WNW,3.0,Dingling,2016-02-02
25674,2016,2,3,17,23.0,31.0,10.0,9.0,400.0,88.0,6.2,1016.8,-19.4,0.0,WNW,3.1,Dingling,2016-02-03
25698,2016,2,4,17,17.0,25.0,8.0,11.0,400.0,86.0,3.9,1019.0,-20.5,0.0,WNW,2.5,Dingling,2016-02-04
25722,2016,2,5,17,10.0,25.0,2.0,2.0,200.0,87.0,2.4,1020.2,-17.2,0.0,WNW,4.5,Dingling,2016-02-05
25746,2016,2,6,17,11.0,15.0,4.0,3.0,300.0,92.0,6.3,1016.6,-17.7,0.0,WNW,3.5,Dingling,2016-02-06
25770,2016,2,7,17,22.0,62.0,8.0,6.0,300.0,97.0,7.5,1007.8,-17.5,0.0,WNW,4.8,Dingling,2016-02-07
25794,2016,2,8,17,14.0,17.0,2.0,3.0,200.0,89.0,10.8,1006.0,-12.6,0.0,NW,3.0,Dingling,2016-02-08
25818,2016,2,9,17,51.0,55.0,21.0,33.0,1000.0,84.0,10.1,1009.8,-12.5,0.0,SSE,2.0,Dingling,2016-02-09
25842,2016,2,10,17,84.0,90.0,49.0,54.0,2000.0,65.0,8.1,1006.9,-12.4,0.0,SSE,1.6,Dingling,2016-02-10
25866,2016,2,11,17,165.0,165.0,31.0,68.0,2700.0,22.0,6.3,1006.4,2.4,0.0,SW,0.7,Dingling,2016-02-11
25890,2016,2,12,17,245.0,245.0,10.0,73.0,2900.0,28.0,6.9,1005.3,3.1,0.2,NE,1.8,Dingling,2016-02-12
25914,2016,2,13,17,3.0,5.0,2.0,20.0,300.0,86.0,-0.5,1019.1,-20.2,0.0,NNW,6.2,Dingling,2016-02-13
25938,2016,2,14,17,8.0,8.0,2.0,2.0,300.0,86.0,-2.0,1021.7,-20.9,0.0,WNW,5.1,Dingling,2016-02-14
25962,2016,2,15,17,8.0,118.0,2.0,2.0,200.0,87.0,2.9,1014.1,-16.8,0.0,NW,7.0,Dingling,2016-02-15
25986,2016,2,16,17,4.0,52.0,3.0,2.0,200.0,90.0,7.4,1012.7,-12.4,0.0,NW,5.1,Dingling,2016-02-16
26010,2016,2,17,17,23.0,26.0,11.0,8.0,300.0,93.0,9.5,1008.4,-11.2,0.0,SSE,2.4,Dingling,2016-02-17
26034,2016,2,18,17,4.0,17.0,13.0,4.0,200.0,95.0,8.3,1011.0,-16.9,0.0,WNW,4.6,Dingling,2016-02-18
26058,2016,2,19,17,3.0,18.0,2.0,2.0,200.0,89.0,3.2,1021.4,-21.0,0.0,N,4.3,Dingling,2016-02-19
26082,2016,2,20,17,14.0,36.0,5.0,4.0,300.0,89.0,3.4,1016.7,-21.7,0.0,WNW,4.1,Dingling,2016-02-20
26106,2016,2,21,17,91.0,149.0,26.0,31.0,800.0,80.0,4.5,1014.6,-10.4,0.0,S,3.9,Dingling,2016-02-21
26130,2016,2,22,17,9.0,27.0,2.0,6.0,200.0,96.0,6.3,1019.1,-17.7,0.0,WNW,4.8,Dingling,2016-02-22
26154,2016,2,23,17,3.0,29.0,2.0,2.0,200.0,86.0,1.9,1028.4,-22.9,0.0,NNW,2.2,Dingling,2016-02-23
26178,2016,2,24,17,21.0,101.0,4.0,3.0,300.0,83.0,5.7,1021.7,-16.8,0.0,NW,5.9,Dingling,2016-02-24
26202,2016,2,25,17,17.0,44.0,3.0,8.0,300.0,86.0,6.8,1019.6,-19.8,0.0,WNW,5.7,Dingling,2016-02-25
26226,2016,2,26,17,60.0,101.0,17.0,28.0,700.0,83.0,7.1,1010.4,-15.0,0.0,S,1.5,Dingling,2016-02-26
26250,2016,2,27,17,28.0,37.0,9.0,22.0,700.0,74.0,6.2,1013.8,-7.1,0.0,W,2.5,Dingling,2016-02-27
26274,2016,2,28,17,10.0,57.0,2.0,2.0,200.0,91.0,2.2,1023.2,-21.1,0.0,N,5.3,Dingling,2016-02-28
26298,2016,2,29,17,51.0,68.0,16.0,34.0,700.0,74.0,3.3,1020.3,-15.9,0.0,SSE,2.5,Dingling,2016-02-29
26322,2016,3,1,17,122.0,125.0,26.0,91.0,2000.0,41.0,10.2,1010.3,-10.1,0.0,SE,1.5,Dingling,2016-03-01
26346,2016,3,2,17,97.0,108.0,16.0,85.0,1300.0,71.0,18.2,1004.4,-6.5,0.0,S,2.7,Dingling,2016-03-02
26370,2016,3,3,17,338.0,338.0,51.0,96.0,2700.0,93.0,13.4,1002.4,0.7,0.0,SE,1.3,Dingling,2016-03-03
26394,2016,3,4,17,423.0,424.0,53.0,139.0,4700.0,13.0,9.7,1008.5,0.8,0.0,N,0.9,Dingling,2016-03-04
26418,2016,3,5,17,50.0,261.0,2.0,2.0,300.0,82.0,11.1,1008.9,-15.5,0.0,NNW,3.2,Dingling,2016-03-05
26442,2016,3,6,17,80.0,257.0,21.0,33.0,1000.0,69.0,10.0,1005.3,-10.8,0.0,S,1.3,Dingling,2016-03-06
26466,2016,3,7,17,7.0,85.0,2.0,2.0,200.0,83.0,8.4,1014.1,-20.5,0.0,WNW,5.9,Dingling,2016-03-07
26490,2016,3,8,17,7.0,39.0,2.0,2.0,200.0,83.0,5.1,1019.6,-22.1,0.0,NNW,3.3,Dingling,2016-03-08
26514,2016,3,9,17,9.0,38.0,2.0,2.0,200.0,84.0,5.0,1021.1,-24.2,0.0,WNW,4.9,Dingling,2016-03-09
26538,2016,3,10,17,15.0,96.0,,2.0,300.0,90.0,6.8,1017.3,-19.8,0.0,WNW,5.4,Dingling,2016-03-10
26562,2016,3,11,17,17.0,22.0,3.0,4.0,400.0,97.0,8.4,1010.3,-17.6,0.0,S,3.6,Dingling,2016-03-11
26586,2016,3,12,17,128.0,160.0,43.0,90.0,1500.0,44.0,7.8,1006.3,-9.6,0.0,E,1.5,Dingling,2016-03-12
26610,2016,3,13,17,15.0,28.0,2.0,9.0,300.0,102.0,12.9,1013.0,-16.9,0.0,W,3.4,Dingling,2016-03-13
26634,2016,3,14,17,57.0,93.0,9.0,43.0,900.0,105.0,15.6,1009.4,-13.8,0.0,SSW,2.9,Dingling,2016-03-14
26658,2016,3,15,17,162.0,214.0,40.0,103.0,1700.0,51.0,11.8,1005.9,-4.8,0.0,SSE,1.9,Dingling,2016-03-15
26682,2016,3,16,17,276.0,287.0,38.0,111.0,1800.0,103.0,15.3,1005.2,0.3,0.0,E,1.2,Dingling,2016-03-16
26706,2016,3,17,17,337.0,337.0,35.0,112.0,2100.0,122.0,16.0,999.6,2.7,0.0,ENE,1.1,Dingling,2016-03-17
26730,2016,3,18,17,53.0,86.0,3.0,12.0,1400.0,122.0,20.5,1002.4,-8.9,0.0,SE,2.1,Dingling,2016-03-18
26754,2016,3,19,17,45.0,123.0,10.0,31.0,800.0,81.0,14.3,1011.7,-4.0,0.0,SSE,2.7,Dingling,2016-03-19
26778,2016,3,20,17,42.0,52.0,3.0,28.0,700.0,106.0,19.1,1013.8,-7.3,0.0,S,1.9,Dingling,2016-03-20
26802,2016,3,21,17,101.0,176.0,15.0,43.0,1000.0,148.0,18.4,1009.2,-1.5,0.0,S,1.5,Dingling,2016-03-21
26826,2016,3,22,17,108.0,254.0,28.0,61.0,1500.0,71.0,15.3,1011.9,-1.8,0.0,S,2.1,Dingling,2016-03-22
26850,2016,3,23,17,4.0,33.0,3.0,2.0,300.0,102.0,13.7,1020.4,-16.3,0.0,NNW,3.7,Dingling,2016-03-23
26874,2016,3,24,17,12.0,25.0,2.0,5.0,300.0,102.0,14.8,1018.5,-14.4,0.0,NW,2.1,Dingling,2016-03-24
26898,2016,3,25,17,11.0,23.0,2.0,4.0,300.0,105.0,15.1,1015.6,-13.2,0.0,NNW,3.6,Dingling,2016-03-25
26922,2016,3,26,17,6.0,38.0,11.0,4.0,400.0,104.0,19.7,1011.7,-12.8,0.0,NNW,4.1,Dingling,2016-03-26
26946,2016,3,27,17,11.0,30.0,13.0,11.0,400.0,107.0,21.4,1005.1,-14.3,0.0,S,3.8,Dingling,2016-03-27
26970,2016,3,28,17,95.0,182.0,14.0,96.0,800.0,47.0,21.2,998.7,-4.9,0.0,E,0.7,Dingling,2016-03-28
26994,2016,3,29,17,11.0,49.0,,4.0,400.0,109.0,23.3,1002.8,-6.7,0.0,W,5.6,Dingling,2016-03-29
27018,2016,3,30,17,37.0,90.0,18.0,23.0,500.0,119.0,21.7,1003.2,-7.0,0.0,SSE,3.3,Dingling,2016-03-30
27042,2016,3,31,17,245.0,356.0,59.0,76.0,2100.0,168.0,21.5,993.8,5.8,0.0,SSE,3.5,Dingling,2016-03-31
27066,2016,4,1,17,9.0,38.0,2.0,2.0,600.0,93.0,19.4,1002.1,-4.2,0.0,WNW,4.3,Dingling,2016-04-01
27090,2016,4,2,17,7.0,53.0,2.0,2.0,500.0,92.0,17.1,1010.3,-12.6,0.0,WNW,3.7,Dingling,2016-04-02
27114,2016,4,3,17,24.0,100.0,2.0,16.0,200.0,100.0,18.1,1007.4,-9.9,0.0,S,3.1,Dingling,2016-04-03
27138,2016,4,4,17,68.0,115.0,11.0,28.0,400.0,138.0,20.8,999.1,-0.5,0.0,S,4.6,Dingling,2016-04-04
27162,2016,4,5,17,149.0,188.0,19.0,38.0,1200.0,183.0,20.7,1000.5,5.1,0.0,E,3.0,Dingling,2016-04-05
27186,2016,4,6,17,203.0,240.0,33.0,85.0,2600.0,100.0,18.0,995.8,6.5,0.0,NE,1.8,Dingling,2016-04-06
27210,2016,4,7,17,11.0,49.0,2.0,2.0,100.0,103.0,23.0,1002.0,-10.3,0.0,WNW,4.7,Dingling,2016-04-07
27234,2016,4,8,17,9.0,52.0,2.0,2.0,100.0,113.0,24.6,998.3,-9.1,0.0,S,4.9,Dingling,2016-04-08
27258,2016,4,9,17,96.0,550.0,13.0,36.0,900.0,100.0,19.9,999.2,1.3,0.0,ESE,3.6,Dingling,2016-04-09
27282,2016,4,10,17,88.0,278.0,14.0,37.0,800.0,117.0,19.0,1006.4,-6.6,0.0,SSE,3.7,Dingling,2016-04-10
27306,2016,4,11,17,47.0,174.0,9.0,28.0,500.0,95.0,15.2,1002.0,-6.4,0.0,S,3.2,Dingling,2016-04-11
27330,2016,4,12,17,97.0,97.0,5.0,51.0,700.0,101.0,17.2,996.0,8.9,0.0,ESE,2.1,Dingling,2016-04-12
27354,2016,4,13,17,7.0,59.0,2.0,3.0,200.0,110.0,25.5,992.9,-8.4,0.0,WNW,5.4,Dingling,2016-04-13
27378,2016,4,14,17,40.0,120.0,2.0,11.0,200.0,122.0,22.0,1003.9,-4.2,0.0,SSE,4.1,Dingling,2016-04-14
27402,2016,4,15,17,81.0,197.0,20.0,79.0,1300.0,74.0,19.4,999.4,2.3,0.0,NNW,1.5,Dingling,2016-04-15
27426,2016,4,16,17,7.0,63.0,2.0,2.0,200.0,88.0,17.4,999.5,-5.2,0.0,NNW,5.0,Dingling,2016-04-16
27450,2016,4,17,17,4.0,28.0,2.0,2.0,200.0,97.0,19.2,999.9,-12.0,0.0,W,4.5,Dingling,2016-04-17
27474,2016,4,18,17,5.0,13.0,2.0,2.0,200.0,116.0,20.1,1002.6,-10.2,0.0,NW,2.4,Dingling,2016-04-18
27498,2016,4,19,17,78.0,106.0,25.0,60.0,1700.0,57.0,14.4,1005.0,3.8,0.0,ESE,1.9,Dingling,2016-04-19
27522,2016,4,20,17,20.0,39.0,3.0,13.0,400.0,128.0,27.4,998.2,-0.7,0.0,S,2.7,Dingling,2016-04-20
27546,2016,4,21,17,58.0,193.0,2.0,5.0,200.0,131.0,29.4,991.2,-4.2,0.0,NW,5.0,Dingling,2016-04-21
27570,2016,4,22,17,15.0,179.0,2.0,2.0,100.0,113.0,24.7,999.0,-13.5,0.0,WNW,4.9,Dingling,2016-04-22
27594,2016,4,23,17,23.0,74.0,2.0,19.0,300.0,105.0,20.9,1003.0,-10.7,0.0,S,4.3,Dingling,2016-04-23
27618,2016,4,24,17,139.0,229.0,19.0,42.0,800.0,155.0,24.0,997.6,5.3,0.0,SE,2.1,Dingling,2016-04-24
27642,2016,4,25,17,111.0,176.0,8.0,18.0,500.0,192.0,27.0,1001.5,7.9,0.0,SSE,5.1,Dingling,2016-04-25
27666,2016,4,26,17,113.0,154.0,28.0,36.0,1200.0,163.0,22.0,1004.4,5.4,0.0,ESE,2.3,Dingling,2016-04-26
27690,2016,4,27,17,102.0,141.0,6.0,55.0,900.0,81.0,17.0,1003.6,10.8,0.0,SSE,1.0,Dingling,2016-04-27
27714,2016,4,28,17,132.0,132.0,6.0,26.0,700.0,228.0,25.6,1001.7,8.1,0.0,SSE,3.0,Dingling,2016-04-28
27738,2016,4,29,17,223.0,232.0,14.0,40.0,1700.0,199.0,21.2,994.4,11.5,0.0,SSE,2.4,Dingling,2016-04-29
27762,2016,4,30,17,141.0,147.0,9.0,31.0,800.0,278.0,30.2,990.1,10.2,0.0,S,2.8,Dingling,2016-04-30
27786,2016,5,1,17,243.0,253.0,27.0,40.0,2700.0,292.0,26.7,989.3,15.7,0.0,E,1.2,Dingling,2016-05-01
27810,2016,5,2,17,50.0,59.0,2.0,2.0,200.0,60.0,12.7,999.2,9.7,0.0,NW,1.8,Dingling,2016-05-02
27834,2016,5,3,17,50.0,102.0,2.0,2.0,200.0,108.0,26.1,989.8,-7.9,0.0,NNW,3.2,Dingling,2016-05-03
27858,2016,5,4,17,,60.0,2.0,17.0,300.0,156.0,27.2,994.2,-0.8,0.0,SE,2.2,Dingling,2016-05-04
27882,2016,5,5,17,74.0,156.0,16.0,40.0,1000.0,167.0,25.4,992.9,7.0,0.0,SE,1.9,Dingling,2016-05-05
27906,2016,5,6,17,6.0,36.0,2.0,2.0,100.0,99.0,25.1,1001.2,-6.3,0.0,NNW,5.1,Dingling,2016-05-06
27930,2016,5,7,17,16.0,45.0,3.0,9.0,200.0,156.0,25.9,1005.5,-4.7,0.0,S,4.7,Dingling,2016-05-07
27954,2016,5,8,17,43.0,104.0,10.0,26.0,600.0,175.0,25.2,999.3,9.5,0.0,SSE,3.9,Dingling,2016-05-08
27978,2016,5,9,17,21.0,21.0,2.0,11.0,300.0,93.0,19.9,1003.0,11.1,0.0,NNW,1.8,Dingling,2016-05-09
28002,2016,5,10,17,29.0,82.0,2.0,8.0,300.0,174.0,27.2,996.6,5.5,0.0,S,4.0,Dingling,2016-05-10
28026,2016,5,11,17,191.0,191.0,22.0,35.0,1200.0,190.0,24.6,989.5,15.2,0.0,S,1.6,Dingling,2016-05-11
28050,2016,5,12,17,7.0,24.0,12.0,2.0,200.0,102.0,21.2,1005.6,-4.9,0.0,NNW,4.2,Dingling,2016-05-12
28074,2016,5,13,17,44.0,91.0,11.0,22.0,500.0,145.0,22.9,1008.0,2.4,0.0,S,4.3,Dingling,2016-05-13
28098,2016,5,14,17,33.0,33.0,2.0,26.0,500.0,84.0,13.6,1005.7,11.5,0.0,SSE,1.3,Dingling,2016-05-14
28122,2016,5,15,17,7.0,7.0,2.0,2.0,100.0,97.0,24.4,1001.3,-6.9,0.0,NNW,2.0,Dingling,2016-05-15
28146,2016,5,16,17,4.0,26.0,2.0,7.0,200.0,125.0,32.3,995.2,0.4,0.0,SW,3.4,Dingling,2016-05-16
